Timestamp,Temperature_C,Temperature_F,Humidity_%
2026-07-10 18:08:13,24.4,75.9,48.3
2026-07-10 18:08:15,24.4,75.9,48.3
2026-07-10 18:08:17,24.4,75.9,48.4
2026-07-10 18:08:19,24.4,75.9,48.4
2026-07-10 18:08:22,24.4,75.9,48.4
2026-07-10 18:08:24,24.4,75.9,48.4
2026-07-10 18:08:26,24.4,75.9,48.4
2026-07-10 18:08:28,24.4,75.9,48.4
2026-07-10 18:08:31,24.4,75.9,48.4
2026-07-10 18:08:33,24.4,75.9,48.3
2026-07-10 18:08:35,24.4,75.9,48.4
2026-07-10 18:08:37,24.4,75.9,48.3
2026-07-10 18:08:40,24.4,75.9,48.3
2026-07-10 18:08:42,24.4,75.9,48.3
2026-07-10 18:08:44,24.4,75.9,48.3
2026-07-10 18:08:46,24.4,75.9,48.3
2026-07-10 18:08:49,24.4,75.9,48.3
2026-07-10 18:08:51,24.4,75.9,48.3
